id,x,y
94,-37.8126904796426,144.970019280569
95,-37.8170427096347,144.965745980379
96,-37.8099343542189,144.968031702892
97,-37.8133662900009,144.965267571284
98,-37.8120763584977,144.958906866026
99,-37.81386380787,144.967153203993
100,-37.8152563143256,144.967069914462
101,-37.8102284139823,144.965625273269
102,-37.815828118346,144.970149145202
103,-37.8128240233006,144.967087005093
104,-37.81353385635,144.970896865752
105,-37.8171002892174,144.966641651018
106,-37.8136100860867,144.963824071692
107,-37.8161624297521,144.955158558453
108,-37.8134383275853,144.954320555252
109,-37.8138142382201,144.956819819962
110,-37.8121967309171,144.958464123454
111,-37.8168525585648,144.965831332808
112,-37.8107718558346,144.961767239154
113,-37.8158216672706,144.954473174635
114,-37.8122,144.962
115,-37.8145349868697,144.966903141808
116,-37.8111272296549,144.970379735352
117,-37.8187820343836,144.96083628978
118,-37.8088735919143,144.966955356098
119,-37.8141408809677,144.973009336183
120,-37.8114542881065,144.960335424017
121,-37.8171496937197,144.95966985383
122,-37.8118426816307,144.97198713616
123,-37.8143693298771,144.974403139687
124,-37.8163686533655,144.967822028878
125,-37.8141095368477,144.961102726992
126,-37.8125822003215,144.959537493989
127,-37.818863889201,144.955422495906
128,-37.8105888407031,144.963439545937
129,-37.8142651832367,144.962325292823
130,-37.8180223726695,144.956184596467
131,-37.813273689756,144.952787516056
132,-37.8094218188013,144.969489144079
133,-37.8083879427089,144.969575965425
134,-37.8161615324859,144.957698709356
135,-37.8100692202089,144.968768650099
136,-37.8187856316962,144.955933489415
137,-37.819558363789,144.959294803381
138,-37.810226149935,144.967263855497
139,-37.8114331195842,144.962552705427
140,-37.8186350243355,144.958789864602
141,-37.8120737579879,144.957394615182
142,-37.8098546747502,144.970586130177
143,-37.8136605286412,144.963382795847
144,-37.8140560148629,144.959190205835
145,-37.8178269682471,144.963299180083
146,-37.8100048570401,144.970447184754
147,-37.81551142225,144.966759193197
148,-37.8179797951581,144.957407632852
149,-37.8149437183145,144.956539406745
150,-37.8166278903804,144.953784452822
151,-37.8112285048372,144.967228540452
152,-37.8112599723541,144.961341328782
153,-37.8152,144.9632
154,-37.8117851648799,144.972582668793
155,-37.8121389746928,144.958204232376
156,-37.8149787714226,144.956646260705
157,-37.8143882191885,144.973874622919
158,-37.8171782189448,144.963765723856
159,-37.8154841165161,144.95719801448
160,-37.8135444274231,144.969476544348
161,-37.8096121031902,144.964882550759
162,-37.8186227545505,144.958338707885
163,-37.8177511950101,144.958712704963
164,-37.8128175025934,144.9736282564
165,-37.8174082987918,144.963038907686
166,-37.8139298968065,144.970732985765
167,-37.8208681293149,144.955550326666
168,-37.8099910283629,144.968686708358
169,-37.8161752098981,144.970221759602
170,-37.8158888812941,144.966132953273
171,-37.814,144.9633
172,-37.8079779223312,144.97052523609
173,-37.8132498918916,144.972865859869
174,-37.8115229661372,144.969164696713
175,-37.8129368265058,144.954628590417
176,-37.8108092045287,144.96366434986
177,-37.8159796650434,144.954589106317
178,-37.8167990980326,144.969012856055
179,-37.8141509416419,144.959651780321
180,-37.8088473824563,144.969839234133
181,-37.8147006044405,144.957445917909
182,-37.8150006948284,144.972972491914
183,-37.8106709981164,144.972454337066
184,-37.8155893341491,144.972497229425
185,-37.8162083472262,144.957681558163
186,-37.8163767594431,144.961140324459
187,-37.8174719446961,144.965423842102
188,-37.8135154249007,144.958508923606
189,-37.8128151635939,144.963311522785
190,-37.8144107985331,144.954253324424
191,-37.8192257980861,144.958528568925
192,-37.8136738227264,144.963660332781
193,-37.8203203212057,144.957422794633
194,-37.8153489337746,144.963193459916
195,-37.8098729801618,144.972203297867
196,-37.8181,144.957
197,-37.8169193400569,144.960025743411
198,-37.813693861788,144.963819037058
199,-37.8172529889696,144.961354951205
200,-37.8120254343449,144.961053246118
201,-37.8140445311807,144.952188162032
202,-37.8139506711771,144.958424752828
203,-37.8146227757156,144.957790509045
204,-37.8168152759192,144.96842798058
205,-37.8130868001094,144.959043835993
206,-37.8113538711456,144.972422835488
207,-37.8143687798584,144.951903324681
208,-37.8158852622958,144.972347417409
209,-37.8139957908226,144.956722804108
210,-37.8137838282025,144.970125822584
211,-37.8164076511511,144.969341795682
212,-37.8090359111873,144.970963497881
213,-37.8158788738104,144.968249782377
214,-37.8107011031461,144.962006115779
215,-37.814957016654,144.963820968303
216,-37.8153868857269,144.966327666466
217,-37.8180592620342,144.962314521224
218,-37.8135056009033,144.972468182248
219,-37.811253445683,144.968321912252
220,-37.8160582226182,144.957190049828
221,-37.8139530660883,144.955123521976
222,-37.8203305464256,144.955311890569
223,-37.819112254466,144.955541742942
224,-37.8204832567453,144.95712445639
225,-37.8143643997092,144.959273393304
226,-37.8135724010256,144.955398321281
227,-37.8109937479419,144.965044945642
228,-37.8093917138572,144.969211557915
229,-37.8188550576008,144.954311866974
230,-37.8146071795993,144.973061074343
231,-37.8181151337465,144.953986222609
232,-37.8129645615433,144.961832496642
233,-37.8130985511767,144.953852493258
234,-37.8174375277731,144.95917455561
235,-37.8125447884653,144.971034754558
236,-37.8131180227904,144.967808273539
237,-37.8116569803632,144.958063083159
238,-37.8203625315575,144.954959665292
239,-37.8155234733338,144.972914214654
240,-37.8131080101838,144.966872513037
241,-37.8133345285698,144.961487473647
242,-37.8136643614325,144.967196873796
243,-37.8154918626127,144.955891717296
244,-37.8195875339762,144.955457714017
245,-37.8142161648175,144.971434850096
246,-37.8167293976016,144.96758417627
247,-37.8171669130338,144.962135065193
248,-37.8112536731396,144.960167127788
249,-37.8109898890143,144.971329258947
250,-37.8151503214961,144.953764647267
251,-37.8094857238859,144.965438178066
252,-37.8090885060647,144.967290571508
253,-37.8116177257684,144.959430523576
254,-37.811593177294,144.970684448623
255,-37.8140790615496,144.964100219774
256,-37.8160089452719,144.965224036365
257,-37.8185499533493,144.955424261925
258,-37.8125015850761,144.960859501113
259,-37.813328424532,144.964181506942
260,-37.8161718629816,144.960762789699
261,-37.8133002562291,144.962383316372
262,-37.8124843908402,144.972359587346
263,-37.814132386028,144.971530413409
264,-37.8138785970797,144.967713621627
265,-37.8136,144.963
266,-37.8170651252472,144.964250596756
267,-37.8134163839162,144.957396442711
268,-37.8149034692896,144.97185827808
269,-37.8127576118015,144.963174278418
270,-37.8165073682586,144.955045399069
271,-37.8134569916181,144.963620268805
272,-37.8129947572356,144.961110010146
273,-37.8135484602255,144.966322168233
274,-37.8190435506592,144.96135115491
275,-37.8151978470929,144.971575610002
276,-37.8111131268782,144.959536328764
277,-37.8115099141734,144.971616783251
278,-37.8142979338109,144.967193963652
279,-37.80918137563,144.970388221858
280,-37.8156472072451,144.953046309915
281,-37.8092940580862,144.972081585544
282,-37.8148,144.963
283,-37.8145845603651,144.971013460188
284,-37.8150456933784,144.968481796127
285,-37.8125010739575,144.959521451336
286,-37.8173951849739,144.957554949385
287,-37.8105327801536,144.9658440693
288,-37.8168224478725,144.962855584281
289,-37.8094604866013,144.970666693542
290,-37.812462713768,144.954116023887
291,-37.8103901077982,144.969126597596
292,-37.8111552854738,144.959477385155
293,-37.8170028997356,144.953977691183
294,-37.8114056359911,144.960567016924
295,-37.8110370956991,144.966184311265
296,-37.8172,144.965
297,-37.8147202568164,144.962813739009
298,-37.8177712627017,144.958392687595
299,-37.8096950062234,144.964743966828
300,-37.8136347077442,144.954249303754
301,-37.8167164986259,144.969861056976
302,-37.8139312699762,144.95797095722
303,-37.8143088700311,144.953761262491
304,-37.8106808775704,144.971960833423
305,-37.811482846315,144.966938511432
306,-37.8166858710562,144.966859308397
307,-37.8136331703706,144.973243027019
308,-37.8166398995763,144.955556015419
309,-37.8136,144.972
310,-37.8143586513123,144.972322971338
311,-37.8168679257355,144.965042095424
312,-37.8140312860379,144.958855309458
313,-37.8127150188818,144.973095102827
314,-37.8121060244793,144.966353251852
315,-37.8152285407462,144.96694042272
316,-37.8123551747295,144.967034746561
317,-37.8161,144.956
318,-37.8146508887219,144.972528693287
319,-37.8115376377135,144.970141821518
320,-37.8121889556878,144.958606046448
321,-37.8131942915435,144.960816984945
322,-37.8095630780496,144.970187256619
323,-37.8146387170825,144.967121222039
324,-37.8158749825917,144.964943041988
325,-37.8187,144.958
326,-37.817712303894,144.954494380981
327,-37.8136166340218,144.974040004279
328,-37.8134233577484,144.965687092585
329,-37.8133289923731,144.962720422984
330,-37.8145238695335,144.959276883563
331,-37.8190857735337,144.957160596273
332,-37.8166271830684,144.954460541164
333,-37.8155456048803,144.953822206318
334,-37.8114262215626,144.964374618057
335,-37.8196751742541,144.955387397494
336,-37.8162479848515,144.971443376802
337,-37.8199995363777,144.95704762971
338,-37.8112455092454,144.969658605077
339,-37.8153791729772,144.963279249824
340,-37.8140322205175,144.961095159682
341,-37.8118278576818,144.966541895661
342,-37.8150262679562,144.965544046578
343,-37.8096935504472,144.971500265501
344,-37.8109053900842,144.967638403378
345,-37.8120334688268,144.970566431249
346,-37.8173743099831,144.961233851671
347,-37.8136359676414,144.959774766054
348,-37.8168984090517,144.959452214311
349,-37.8187102143123,144.956339436309
350,-37.8144401895173,144.974067590429
351,-37.8176686625336,144.965418352567
352,-37.8190436493892,144.95699088648
353,-37.813464301546,144.970563330294
354,-37.8147487597556,144.957367461805
355,-37.8126,144.955
356,-37.813267820452,144.970560054776
357,-37.812862664699,144.959231650668
358,-37.8143666695435,144.954335242893
359,-37.8183899994551,144.963436831732
360,-37.810993051579,144.963443831745
361,-37.8094766933058,144.969096795467
362,-37.8114362023939,144.967497908981
363,-37.8111591379677,144.959007975603
364,-37.8149,144.963
365,-37.8119479339525,144.965530213529
366,-37.8079893927742,144.970295339769
367,-37.8164080350325,144.955031556338
368,-37.8136713430976,144.953920058281
369,-37.8184054518912,144.956720774575
370,-37.8131967453484,144.952663055536
371,-37.8200551817415,144.95739259582
372,-37.818232278945,144.956183615463
373,-37.8101723949071,144.970031281803
374,-37.8106979045889,144.967733084705
375,-37.8189873519972,144.957557067021
376,-37.8171463499835,144.968146953612
377,-37.8135130611353,144.955027978723
378,-37.8133846380035,144.968997942756
379,-37.8147951913946,144.957619995754
380,-37.8103548907992,144.963005460075
381,-37.8177850521588,144.96235285345
382,-37.808988942486,144.970293117901
383,-37.8128048227124,144.9626177179
384,-37.8103537517504,144.968907275495
385,-37.8122032594447,144.957511500825
386,-37.8118775959726,144.970804764294
387,-37.8149037202914,144.960602513367
388,-37.8169281071169,144.967489689791
389,-37.8149949294091,144.952261754467
390,-37.8143775011122,144.967958645686
391,-37.8079370733258,144.971526550024
392,-37.8136528725182,144.95846020372
393,-37.8159044206216,144.966197184863
394,-37.8146799703292,144.956807449487
395,-37.81137595014,144.969467062137
396,-37.8166,144.962
397,-37.8131092389946,144.969606262498
398,-37.816943836217,144.957097814393
399,-37.8117506228731,144.96875117362
400,-37.8119764503938,144.965190719475
401,-37.8131368642426,144.968160358437
402,-37.8149982901506,144.963899670471
403,-37.8148367754949,144.967583132172
404,-37.8123288750254,144.959686071825
405,-37.8123653734869,144.961727348848
406,-37.8143908643159,144.961743932155
407,-37.8178660849396,144.962820161381
408,-37.8168254996418,144.966890249726
409,-37.8175534034653,144.957584542281
410,-37.8119359243578,144.96674020803
411,-37.8162421381111,144.965407826221
412,-37.8167205371626,144.959855940494
413,-37.8154671596067,144.963191783639
414,-37.8168692984296,144.953878493615
415,-37.8155260102502,144.960440370294
416,-37.8146355278402,144.967164369366
417,-37.8156014653462,144.972753739644
418,-37.815,144.963
419,-37.8202934545873,144.955366303192
420,-37.8141276619438,144.966744762682
421,-37.8195495072824,144.959650610059
422,-37.8177462825166,144.954666007832
423,-37.8095531565092,144.963949670736
424,-37.8179160278229,144.955681289379
425,-37.8096809972523,144.964900806576
426,-37.8088085696229,144.969529093128
427,-37.8118168607355,144.965957691047
428,-37.8134888171652,144.955661175227
429,-37.8166,144.96
430,-37.8145467629932,144.969936074564
431,-37.8152864302384,144.964134137074
432,-37.8182509127261,144.963995181365
433,-37.8130603657558,144.963240124702
434,-37.810257962587,144.966799872168
435,-37.8189009005395,144.958628000146
436,-37.8099380403211,144.971359043367
437,-37.8125209150775,144.96702535984
438,-37.8165176707947,144.957849458625
439,-37.8168291005551,144.953179718414
440,-37.8107,144.97
441,-37.819087585345,144.961002066566
442,-37.8098056860871,144.964664075159
443,-37.8148241962969,144.959092171067
444,-37.8140972106447,144.953353536144
445,-37.8139772665294,144.971718400115
446,-37.8110989765013,144.971783085587
447,-37.8084815855451,144.969223299519
448,-37.8142131496845,144.972554804929
449,-37.8122206981045,144.964373709659
450,-37.8162803949705,144.963788717015
451,-37.8121653749136,144.96889874759
452,-37.8116856143387,144.958014477449
453,-37.8132054777891,144.964274568894
454,-37.8131462900571,144.957496150784
455,-37.8090240085315,144.965574682208
456,-37.8141253764397,144.967294005856
457,-37.8143639348247,144.95750921965
458,-37.816306820111,144.956411192218
459,-37.8102980426629,144.961332233676
460,-37.8148044877163,144.968821858637
461,-37.8099021274706,144.968100993038
462,-37.811,144.962
463,-37.8140662507627,144.965739235787
464,-37.8199634778351,144.957445605123
465,-37.8103345713704,144.964919094447
466,-37.8125863422204,144.973467803035
467,-37.8119793319685,144.959062181108
468,-37.8152576832681,144.963286730554
469,-37.8153986593273,144.95301094795
470,-37.8201769126529,144.957404844621
471,-37.8183754308126,144.959944530009
472,-37.8163863342311,144.955570650814
473,-37.8132654585894,144.95816658874
474,-37.8137570572553,144.962141875797
475,-37.8125914347833,144.956356425772
476,-37.8148534242481,144.968247000647
477,-37.8127476237365,144.967146441366
478,-37.8082527990656,144.970685444098
479,-37.8167448304314,144.967652957075
480,-37.8159,144.965
481,-37.8132732310155,144.961867255768
482,-37.8167531010712,144.959616829367
483,-37.8116982550485,144.959574904075
484,-37.8160886507667,144.955399469492
485,-37.8146667426401,144.972611738033
486,-37.8181,144.962
487,-37.8115407585038,144.965856735482
488,-37.8112162712923,144.967488596404
489,-37.8152293994664,144.974171496424
490,-37.8135371915504,144.959347382319
491,-37.8120804784317,144.96099791367
492,-37.8120543658713,144.968347845545
493,-37.8154175719929,144.958595412808
494,-37.8129368423298,144.955576454451
495,-37.8166316748139,144.962239025759
496,-37.8142671107094,144.971492024253
497,-37.8135188836971,144.963340139293
498,-37.8117830196559,144.966711478384
499,-37.8145821442458,144.973452869776
500,-37.811359069893,144.960532818031
501,-37.8118684815426,144.96419403063
502,-37.8191057453557,144.956193593235
503,-37.8146729902431,144.953088722553
504,-37.8128141126391,144.955132599239
505,-37.819734036949,144.95592916173
506,-37.810758906385,144.968920671587
507,-37.8144301294692,144.961954073912
508,-37.809593107581,144.964777880476
509,-37.8198315434513,144.95888774653
510,-37.8128764959196,144.960462542108
511,-37.8118242103996,144.958414785401
512,-37.8134709224605,144.959947772197
513,-37.8104965846746,144.963775586139
514,-37.8133416843991,144.961677255682
515,-37.8152866438356,144.965238288098
516,-37.8164592259962,144.962977662298
517,-37.8161829190085,144.970575923979
518,-37.8179107797048,144.955322251957
519,-37.8108515567766,144.962694520397
520,-37.8123829390783,144.957466255456
521,-37.8132491647657,144.964401864513
522,-37.8128963090346,144.95354480754
523,-37.8125475111087,144.961893249015
524,-37.8136367706446,144.958284904911
525,-37.8172826388267,144.967134363231
526,-37.8145572108736,144.957596063509
527,-37.8143999471051,144.956555782735
528,-37.8148390228539,144.974325195282
529,-37.8109013484758,144.970838295376
530,-37.8127458835961,144.967630264959
531,-37.8115419854738,144.96852529382
532,-37.8108422073716,144.970986784348
533,-37.8152249573733,144.96778878141
534,-37.8204488276872,144.956194965312
535,-37.8164241446336,144.96917454138
536,-37.8156899674001,144.971271382277
537,-37.819330366647,144.959400525143
538,-37.8135048707812,144.960248341289
539,-37.8173839423122,144.964604247729
540,-37.8177255516903,144.9626540282
541,-37.8162900376298,144.968981797612
542,-37.814172191472,144.970477726482
543,-37.8088555108476,144.970617867806
544,-37.8172930573303,144.959381494705
545,-37.8131742443296,144.96652507099
546,-37.819087532282,144.959537921191
547,-37.8162717009249,144.957210699291
548,-37.8201012899592,144.958046016682
549,-37.8168,144.966
550,-37.8133143744886,144.959087226216
551,-37.8079824244903,144.969873313486
552,-37.8138390998007,144.952390107999
553,-37.8123234311786,144.966086859952
554,-37.8135284771308,144.971369731149
555,-37.8161195230345,144.953749279346
556,-37.8141310964088,144.969106352268
557,-37.8178658730766,144.958280030626
558,-37.814354540619,144.972059135137
559,-37.8119905915965,144.96814551624
560,-37.8115563801962,144.968267308981
561,-37.8144900733735,144.973490455244
562,-37.8081850810504,144.968829799243
563,-37.8120204612314,144.957256162837
564,-37.8162304107199,144.97021875044
565,-37.8191229539775,144.957922545
566,-37.8094125370915,144.96648550093
567,-37.8153749826152,144.958962973253
568,-37.8095129120474,144.970793512968
569,-37.8170281480469,144.967901735588
570,-37.8146164849075,144.954887135638
571,-37.8098273349695,144.963674087987
572,-37.8127123378691,144.965897063784
573,-37.8152871071187,144.968595152569
574,-37.8169173414606,144.967790048539
575,-37.8137406288056,144.971231234768
576,-37.8087478781781,144.967602408613
577,-37.810887756693,144.97244072832
578,-37.8131174285766,144.962095604291
579,-37.8128557861793,144.968929942903
580,-37.8189593254779,144.961912794376
581,-37.81444765166,144.969816044374
582,-37.8184,144.957
583,-37.8178448366835,144.960306648738
584,-37.8148345125807,144.966233336552
585,-37.8157432044197,144.971174407023
586,-37.8125737773766,144.963315754214
587,-37.8101917404758,144.967801294898
588,-37.8137918619501,144.952932842898
589,-37.8161534375912,144.958601308507
590,-37.8127397217527,144.952882226261
591,-37.8118110949587,144.962300090519
592,-37.8135317606216,144.967208177803
593,-37.8135553886199,144.970084061479
594,-37.8168766340724,144.961274365411
595,-37.8111422800708,144.959345598577
596,-37.816216700467,144.958155617128
597,-37.8125478126298,144.954263655886
598,-37.8133,144.971
599,-37.8117127519057,144.962812644177
600,-37.8165618000885,144.956250538844
601,-37.8116445142218,144.972708024581
602,-37.814032668761,144.95717125059
603,-37.8133137596995,144.963791611077
604,-37.8180349068097,144.963036813927
605,-37.8152,144.964
606,-37.8147675693171,144.970783968088
607,-37.8131428698416,144.959389421938
608,-37.8128806635262,144.97161843685
609,-37.8147595457486,144.95560851795
610,-37.8160421244783,144.967263335667
611,-37.8156186213844,144.963796080772
612,-37.8176527746259,144.964248190368
613,-37.8138566440768,144.966200047655
614,-37.8141912650907,144.965570930272
615,-37.8111564040274,144.965580851824
616,-37.8113507122942,144.972886830725
617,-37.8083885284323,144.969637461723
618,-37.8140479026722,144.954801631681
619,-37.8159044876592,144.9570699438
620,-37.8144094746154,144.963481891384
621,-37.811359669888,144.969488868308
622,-37.8161179405134,144.96203707912
623,-37.8114994724255,144.97247494463
624,-37.8115827739624,144.966509873299
625,-37.8143213187739,144.953710369706
626,-37.8112746388899,144.965221095851
627,-37.8108212889387,144.96191451032
628,-37.8086519036529,144.970223567069
629,-37.8136805403737,144.963237512484
630,-37.8150126289745,144.973553879059
631,-37.8192125994362,144.958843686762
632,-37.8154792863756,144.968033123099
633,-37.81000659586,144.97168136263
634,-37.8119901007494,144.968646007725
635,-37.8172221442608,144.957716295041
636,-37.8157788092564,144.953104706509
637,-37.8158671962073,144.962385573665
638,-37.8179114688059,144.954612132574
639,-37.8101,144.964
640,-37.8112527242692,144.972885386794
641,-37.8094408559028,144.965793861774
642,-37.8147395502822,144.97383907758
643,-37.8135244667305,144.96232809522
644,-37.8169457317381,144.953740688994
645,-37.8162153678962,144.970556245682
646,-37.8154413023888,144.969563017602
647,-37.8191403838353,144.961710864585
648,-37.8187808575342,144.954828444125
649,-37.813849558801,144.966011660556
650,-37.8172431803376,144.96662461478
651,-37.8174765650102,144.95987839659
652,-37.8153488663023,144.955645313579
653,-37.8078369283993,144.969602823208
654,-37.811299751212,144.967082618644
655,-37.8188602787043,144.957938827549
656,-37.8199778116559,144.958168651468
657,-37.8143710715281,144.9544600254
658,-37.8142892036462,144.966535344915
659,-37.8088104701641,144.971729262645
660,-37.8141192632417,144.955517012283
661,-37.8152455618257,144.963227094335
662,-37.8158245928709,144.969547160965
663,-37.8104660753018,144.969455948182
664,-37.8148189713658,144.970164284886
665,-37.8131152336824,144.957819054431
666,-37.8104576845632,144.96252958385
667,-37.8110324550351,144.962352369304
668,-37.8158832075871,144.964582573377
669,-37.8142185500613,144.973605687512
670,-37.8116765335082,144.971532592374
671,-37.8117991136454,144.957140692194
672,-37.8106378797238,144.965417873072
673,-37.8144038950292,144.971109286962
674,-37.8142853848003,144.951847003853
675,-37.8105929819964,144.966718982439
676,-37.8131727283979,144.960658483766
677,-37.8140091952217,144.958024933261
678,-37.8134474337528,144.963467225241
679,-37.8174511155216,144.958871106575
680,-37.8181424463333,144.958163930677
681,-37.8132363468388,144.953543701196
682,-37.8089134151273,144.971539598418
683,-37.8148191444423,144.96200902852
684,-37.8122744710557,144.96129477554
685,-37.8135,144.96
686,-37.8116569046429,144.970675958318
687,-37.8156169263339,144.97314675667
688,-37.8104382610807,144.96885786203
689,-37.8102156964284,144.966803259087
690,-37.8155033029946,144.960470667026
691,-37.8199745184,144.956612529959
692,-37.8125897777046,144.968146246344
693,-37.8165571639835,144.964342749964
694,-37.8120817994585,144.962989391731
695,-37.8138107636645,144.956576789349
696,-37.814890268432,144.970536806721
697,-37.8161830125182,144.970850620327
698,-37.8081067876389,144.970743820187
699,-37.814835927706,144.958409602814
700,-37.8146186122056,144.973432957355
701,-37.814631615429,144.964134173618
702,-37.8168128533827,144.957358119759
703,-37.8108587569625,144.964400325574
704,-37.8110893957513,144.968762183167
705,-37.8174026659387,144.959785574595
706,-37.812140762033,144.973246904241
707,-37.8163010187255,144.9708487314
708,-37.8136746826245,144.956610806287
709,-37.816111360513,144.954795331377
710,-37.8123948055381,144.970247240926
711,-37.8151573142609,144.957856219723
712,-37.8141730067218,144.957937740674
713,-37.8147220189093,144.95452128038
714,-37.8133803443977,144.960537220294
715,-37.8133689644064,144.951744705174
716,-37.8115445029174,144.971489030973
717,-37.8184940866431,144.958553746857
718,-37.8153184106337,144.961863418765
719,-37.8142217635333,144.962589700207
720,-37.8144782019799,144.969609762004
721,-37.8167491863788,144.957956063796
722,-37.8121,144.961
723,-37.8102767937229,144.966390976567
724,-37.8081664720395,144.971206330442
725,-37.814694694661,144.956226723863
726,-37.8124978361762,144.965191265113
727,-37.8166757482388,144.969496938798
728,-37.8142597818528,144.953630950287
729,-37.8141867239437,144.959676918361
730,-37.813570422776,144.966756926506
731,-37.8121548919602,144.970889636825
732,-37.8163010046261,144.970580748939
733,-37.8150101125392,144.952347186002
734,-37.8090143171192,144.96925355989
735,-37.8146112258269,144.96128670201
736,-37.8143750287973,144.972382802545
737,-37.816241627079,144.969952029207
738,-37.811271418837,144.968715252352
739,-37.8113424729662,144.964958313414
740,-37.8204398548143,144.955008528332
741,-37.8126660166809,144.953838653679
742,-37.8127162272905,144.962915287239
743,-37.8131271577368,144.953934541894
744,-37.8150450980108,144.952636390855
745,-37.8096390583809,144.968124224815
746,-37.8159046239675,144.957186192944
747,-37.8170385241489,144.963590471405
748,-37.8098786627274,144.96818436317
749,-37.8149026366538,144.960824482183
750,-37.8160108741752,144.968255562835
751,-37.8155179556206,144.960138015708
752,-37.819210370564,144.959344649542
753,-37.8149890370911,144.972312377724
754,-37.8110619195991,144.959034046991
755,-37.8078609768949,144.971469130383
756,-37.8176604971526,144.954943736978
757,-37.8143229265934,144.961249066042
758,-37.8120611658746,144.965567483109
759,-37.8127175021033,144.963863079227
760,-37.8111580051123,144.959852881134
761,-37.8159340584293,144.955866483206
762,-37.8158,144.966
763,-37.8138492823135,144.954086184868
764,-37.8146407994787,144.962696511182
765,-37.8154785810465,144.96711569467
766,-37.8124388971854,144.96346280181
767,-37.8140399457538,144.960639913727
768,-37.8130195933093,144.965414020131
769,-37.8137019576392,144.968448069306
770,-37.8163287306176,144.962590804449
771,-37.8153513411729,144.95702925721
772,-37.8195879406845,144.958535578256
773,-37.8196342567591,144.956128244004
774,-37.8153456459133,144.955850297781
775,-37.8137702303479,144.952547118104
776,-37.809235024333,144.965717844396
777,-37.8196568610961,144.958879978017
778,-37.8154885691913,144.968487145334
779,-37.8135430574762,144.962324468473
780,-37.8190043781866,144.961679247281
781,-37.8086821324296,144.968440673483
782,-37.813241163753,144.95980598306
783,-37.8127898418057,144.966179785066
784,-37.8136428181305,144.966114202242
785,-37.8131106765093,144.971352165475
786,-37.8130426783226,144.964714620757
787,-37.8124500924369,144.963483880141
788,-37.812290643778,144.958794455013
789,-37.8100104668762,144.964353591305
790,-37.8174047706957,144.957498982562
